locality,region,property_type,subtype_property,price,type_of_sale,number_of_rooms,living_area,kitchen_fully_equiped,is_furnished,has_open_fire,has_terrace,terrace_area,has_garden,garden_surface,habitable_surface,plot_land_surface,number_of_facades,has_swimming_pool,building_state
Ronse,Flanders,HOUSE,HOUSE,179000,residential_sale,3,,None,No,No,Yes,,Yes,,152,,,No,None
De Panne,Flanders,APARTMENT,APARTMENT,125000,residential_sale,1,,None,Yes,No,Yes,,Yes,8,45,,,No,None
Dilsen-Stokkem,Flanders,HOUSE,HOUSE,249000,residential_sale,4,,None,No,No,No,,No,,,,,No,None
Beersel,Flanders,HOUSE,HOUSE,325000,residential_sale,3,45,No,No,Yes,Yes,,No,,144,190,2,No,TO_BE_DONE_UP
Hasselt,Flanders,HOUSE,HOUSE,419900,residential_sale,3,,None,No,No,Yes,,Yes,,172,,,No,None
Waterloo,Wallonie,HOUSE,HOUSE,735000,residential_sale,3,33,No,No,No,Yes,12,Yes,1200,170,1200,4,No,GOOD
Ixelles,Brussels,APARTMENT,APARTMENT,1195000,residential_sale,3,,None,No,No,Yes,9,No,,153,,,No,None
Heist-op-den-Berg,Flanders,HOUSE,HOUSE,279000,residential_sale,2,,None,No,Yes,Yes,,Yes,,143,,,No,None
Woluwe-Saint-Pierre,Brussels,APARTMENT,APARTMENT,650000,residential_sale,2,,None,No,No,Yes,4,No,,114,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,636000,residential_sale,2,,None,No,No,Yes,7,No,,99,,,No,None
Waterloo,Wallonie,APARTMENT,APARTMENT,605000,residential_sale,3,,None,No,No,Yes,15,No,,135,,,No,None
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,545000,residential_sale,2,,None,No,No,Yes,12,No,,120,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,600000,residential_sale,3,,None,No,No,Yes,7,No,,117,,,No,None
Schaerbeek,Brussels,APARTMENT,APARTMENT,540000,residential_sale,2,,None,No,No,No,,No,,142,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,540000,residential_sale,3,,None,No,No,Yes,15,No,,132,,,No,None
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,540000,residential_sale,3,,None,No,No,Yes,9,No,,120,,,No,None
Waterloo,Wallonie,APARTMENT,APARTMENT,530000,residential_sale,2,,None,No,No,Yes,15,No,,117,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,525000,residential_sale,3,,None,No,No,Yes,15,No,,132,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,485000,residential_sale,2,,None,No,No,Yes,17,No,,108,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,515000,residential_sale,3,,None,No,No,Yes,15,No,,132,,,No,None
Evere,Brussels,APARTMENT,APARTMENT,409000,residential_sale,2,,None,No,No,Yes,44,No,,97,,,No,None
Evere,Brussels,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,No,Yes,18,No,,110,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,470000,residential_sale,3,,None,No,No,Yes,7,No,,115,,,No,None
Evere,Brussels,APARTMENT,APARTMENT,380000,residential_sale,2,,None,No,No,Yes,25,No,,96,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,415000,residential_sale,1,,None,No,No,Yes,6,No,,65,,,No,None
Steenokkerzeel,Flanders,HOUSE,HOUSE,435000,residential_sale,3,32,No,No,Yes,Yes,30,Yes,115,194,350,3,No,JUST_RENOVATED
Wavre,Wallonie,APARTMENT,APARTMENT,415000,residential_sale,2,,None,No,No,Yes,17,No,,116,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,370000,residential_sale,1,,None,No,No,Yes,8,No,,68,,,No,None
FLÉMALLE,Wallonie,HOUSE,HOUSE,299000,residential_sale,3,41,No,No,Yes,Yes,10,Yes,1290,230,1618,4,No,GOOD
Putte,Flanders,HOUSE,HOUSE,349000,residential_sale,4,,None,No,No,No,,No,,247,,,No,None
Lille Poederlee,Flanders,HOUSE,HOUSE,275000,residential_sale,4,32,No,No,No,No,,No,,233,418,3,No,TO_RENOVATE
Duinbergen,Flanders,APARTMENT,APARTMENT,575000,residential_sale,3,,None,Yes,No,No,,No,,110,,,No,None
Oostakker,Flanders,HOUSE,HOUSE,340000,residential_sale,3,,None,No,No,No,,Yes,,,,,No,None
Lille Poederlee,Flanders,HOUSE,HOUSE,444000,residential_sale,4,32,No,No,No,Yes,,No,,233,868,3,No,TO_RENOVATE
Awans,Wallonie,APARTMENT,APARTMENT,220000,residential_sale,2,,None,No,Yes,No,,No,,88,,,No,None
SINT-PIETERS-LEEUW,Flanders,APARTMENT,APARTMENT,350000,residential_sale,3,,None,No,No,Yes,20,No,,110,,,No,None
Grace-Hollogne,Wallonie,APARTMENT,APARTMENT,194900,residential_sale,2,,None,No,No,Yes,3,Yes,400,80,,,No,None
Zingem,Flanders,HOUSE,HOUSE,459000,residential_sale,3,,None,No,No,Yes,,Yes,,,,,No,None
Damme,Flanders,HOUSE,HOUSE,1150000,residential_sale,5,,None,No,Yes,No,,No,,297,,,No,None
Kermt,Flanders,HOUSE,HOUSE,199000,residential_sale,3,15,No,No,No,Yes,19,Yes,,134,438,,No,TO_RENOVATE
Knokke,Flanders,APARTMENT,APARTMENT,1295000,residential_sale,3,,None,No,No,Yes,,No,,104,,,No,None
Nieuwpoort,Flanders,APARTMENT,APARTMENT,245000,residential_sale,2,,None,No,No,Yes,,No,,50,,,No,None
Knokke,Flanders,APARTMENT,APARTMENT,729000,residential_sale,3,,None,No,No,No,,Yes,,90,,,No,None
Wavre,Wallonie,APARTMENT,APARTMENT,365000,residential_sale,2,,None,No,No,Yes,12,No,,101,,,No,None
Houthalen-Helchteren,Flanders,APARTMENT,APARTMENT,315000,residential_sale,2,,None,No,No,No,,No,,124,,,No,None
Silenrieux,Wallonie,HOUSE,HOUSE,450000,residential_sale,8,22,No,No,No,Yes,10,No,,490,1075,3,No,
Bruxelles,Brussels,APARTMENT,APARTMENT,365000,residential_sale,1,,None,No,No,No,,No,,71,,,No,None
Wavre,Wallonie,APARTMENT,APARTMENT,299000,residential_sale,1,,None,No,No,Yes,18,No,,82,,,No,None
Wavre,Wallonie,APARTMENT,APARTMENT,355000,residential_sale,2,,None,No,No,Yes,15,No,,98,,,No,None
Jambes,Wallonie,APARTMENT,APARTMENT,336000,residential_sale,3,28,No,No,No,Yes,11,No,,97,,,No,AS_NEW
Wavre,Wallonie,APARTMENT,APARTMENT,299000,residential_sale,1,,None,No,No,Yes,19,No,,82,,,No,None
Waterloo,Wallonie,APARTMENT,APARTMENT,297000,residential_sale,1,,None,No,No,Yes,7,No,,58,,,No,None
Gavere,Flanders,HOUSE,HOUSE,358500,residential_sale,3,23,Yes,No,No,Yes,12,Yes,44,152,208,3,No,AS_NEW
Saint-Ghislain,Wallonie,APARTMENT,APARTMENT,215000,residential_sale,2,,None,No,No,Yes,4,No,,89,,,No,None
Kraainem,Flanders,HOUSE,HOUSE,1250000,residential_sale,5,40,No,No,No,Yes,15,Yes,800,264,1375,4,No,GOOD
Saint-Ghislain,Wallonie,APARTMENT,APARTMENT,240000,residential_sale,2,,None,No,No,Yes,30,No,,97,,,No,None
Gavere,Flanders,HOUSE,HOUSE,352500,residential_sale,3,23,Yes,No,No,Yes,12,Yes,35,144,191,3,No,AS_NEW
Beveren Melsele,Flanders,HOUSE,HOUSE,349000,residential_sale,3,34,No,No,No,Yes,25,Yes,350,154,622,4,No,GOOD
Etterbeek,Brussels,APARTMENT,APARTMENT,209000,residential_sale,1,,None,No,No,No,,No,,48,,,No,None
Ixelles,Brussels,HOUSE,HOUSE,899000,residential_sale,4,30,No,No,No,No,,Yes,80,282,163,2,No,TO_BE_DONE_UP
Jette,Brussels,APARTMENT,APARTMENT,210000,residential_sale,1,,None,No,No,Yes,19,No,,75,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,545000,residential_sale,4,68,No,No,No,No,,No,,182,,2,No,GOOD
Saint-Gilles,Brussels,HOUSE,HOUSE,560000,residential_sale,6,20,Yes,No,No,Yes,,No,,300,0,2,No,TO_BE_DONE_UP
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,449000,residential_sale,3,,None,No,No,No,,No,,140,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,210000,residential_sale,1,,None,No,No,No,,No,,86,,,No,None
Ninove,Flanders,HOUSE,HOUSE,195000,residential_sale,3,,None,No,No,No,,Yes,75,143,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,485000,residential_sale,2,,None,No,No,No,,No,,98,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,310000,residential_sale,1,,None,No,No,No,,No,,90,,,No,None
Antwerp,Flanders,HOUSE,HOUSE,419000,residential_sale,3,,None,No,No,Yes,,Yes,12,143,,,No,None
Forges,Wallonie,HOUSE,HOUSE,70000,residential_sale,1,26,No,No,No,Yes,,No,,50,390,4,No,
Momignies,Wallonie,HOUSE,HOUSE,190000,residential_sale,3,45,No,No,No,Yes,20,No,,180,0,4,No,
Knokke,Flanders,HOUSE,HOUSE,1090000,residential_sale,3,,None,Yes,No,Yes,,Yes,150,204,,,No,None
Berloz,Wallonie,HOUSE,HOUSE,315000,residential_sale,4,,None,No,No,Yes,22,Yes,158,161,,,No,None
Moerkerke,Flanders,HOUSE,HOUSE,475000,residential_sale,6,,None,No,No,No,,No,,301,,,No,None
Brasschaat,Flanders,APARTMENT,APARTMENT,249000,residential_sale,2,,None,No,Yes,Yes,6,No,,90,,,No,None
Liège 2,Wallonie,HOUSE,HOUSE,299000,residential_sale,5,,None,No,No,Yes,30,Yes,150,218,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,510000,residential_sale,3,,None,No,No,Yes,14,No,,117,,,No,None
Soignies,Wallonie,HOUSE,HOUSE,210000,residential_sale,4,14,No,No,No,Yes,12,Yes,120,168,195,2,No,AS_NEW
Beersel,Flanders,HOUSE,HOUSE,340000,residential_sale,6,,None,No,No,No,,No,,230,,,No,None
Namur Champion,Wallonie,HOUSE,HOUSE,295000,residential_sale,3,31,No,No,No,Yes,,Yes,9,155,967,4,No,GOOD
Liège,Wallonie,HOUSE,HOUSE,450000,residential_sale,5,,None,No,No,Yes,15,Yes,102,180,,,No,None
Beringen,Flanders,HOUSE,HOUSE,275000,residential_sale,5,,None,No,Yes,No,,Yes,,205,,,No,None
Alsemberg (Beersel),Flanders,HOUSE,HOUSE,460000,residential_sale,4,,None,No,No,No,,No,,185,,,No,None
Laarne,Flanders,APARTMENT,APARTMENT,415000,residential_sale,2,,None,No,Yes,Yes,,Yes,,96,,,No,None
Herselt,Flanders,HOUSE,HOUSE,445000,residential_sale,3,20,No,No,No,Yes,60,Yes,1200,190,1523,4,No,AS_NEW
Oostende,Flanders,APARTMENT,APARTMENT,239000,residential_sale,2,,None,Yes,Yes,Yes,,No,,72,,,No,None
Strombeek-Bever,Flanders,APARTMENT,APARTMENT,229000,residential_sale,1,,None,No,Yes,Yes,18,Yes,80,63,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,725000,residential_sale,3,,None,No,No,Yes,80,No,,125,,,No,None
Evere,Brussels,APARTMENT,APARTMENT,395000,residential_sale,2,,None,No,No,Yes,7,No,,99,,,No,None
Herent,Flanders,APARTMENT,APARTMENT,355000,residential_sale,3,,None,No,Yes,Yes,,No,,124,,,No,None
NIEUWKERKEN-WAAS,Flanders,HOUSE,HOUSE,290000,residential_sale,3,,None,No,Yes,No,,No,,,,,No,None
Lommel,Flanders,HOUSE,HOUSE,235000,residential_sale,3,,None,No,No,No,,No,,91,,,No,None
Stekene,Flanders,HOUSE,HOUSE,525000,residential_sale,2,53,No,No,Yes,No,,No,,275,2250,4,No,TO_BE_DONE_UP
Molenbeek-Saint-Jean,Brussels,HOUSE,HOUSE,395000,residential_sale,4,,None,No,No,Yes,9,Yes,100,180,,,No,None
Herent,Flanders,APARTMENT,APARTMENT,350000,residential_sale,2,,None,No,Yes,Yes,12,No,,115,,,No,None
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,285000,residential_sale,3,,None,No,No,Yes,22,No,,98,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,329000,residential_sale,2,,None,Yes,No,No,,No,,84,,,No,None
Strombeek-Bever,Flanders,APARTMENT,APARTMENT,192000,residential_sale,1,,None,No,No,Yes,6,No,,65,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,720000,residential_sale,3,,None,No,No,Yes,8,No,,202,,,No,None
Dilbeek,Flanders,APARTMENT,APARTMENT,270000,residential_sale,2,,None,No,No,Yes,5,No,,105,,,No,None
Ruisbroek,Flanders,HOUSE,HOUSE,539000,residential_sale,4,,None,No,No,Yes,7,No,,245,,,No,None
Antwerp,Flanders,APARTMENT,APARTMENT,449000,residential_sale,3,69,No,No,Yes,Yes,8,No,,130,,2,No,AS_NEW
Bruxelles,Brussels,APARTMENT,APARTMENT,410000,residential_sale,3,,None,No,No,No,,No,,128,,,No,None
VILLERS-L'ÉVÊQUE,Wallonie,APARTMENT,APARTMENT,239500,residential_sale,2,,None,No,Yes,Yes,5,No,,128,,,No,None
Uccle,Brussels,APARTMENT,APARTMENT,235000,residential_sale,1,,None,No,No,Yes,14,No,,80,,,No,None
Butgenbach,Wallonie,HOUSE,HOUSE,335000,residential_sale,5,29,No,No,No,Yes,,Yes,700,189,822,4,No,GOOD
Pepinster Wegnez,Wallonie,HOUSE,HOUSE,174000,residential_sale,5,,None,No,No,Yes,35,Yes,250,200,,,No,None
Kortrijk,Flanders,HOUSE,HOUSE,385000,residential_sale,2,,None,No,Yes,No,,No,,150,,,No,None
Willebroek,Flanders,APARTMENT,APARTMENT,225000,residential_sale,3,43,No,No,Yes,Yes,8,No,,105,,2,No,TO_RENOVATE
Willebroek,Flanders,APARTMENT,APARTMENT,225000,residential_sale,3,43,No,No,Yes,Yes,8,No,,105,,2,No,TO_RENOVATE
Seraing,Wallonie,HOUSE,HOUSE,199000,residential_sale,6,35,No,No,No,Yes,33,No,,180,85,3,No,TO_RENOVATE
VILLERS-L'ÉVÊQUE,Wallonie,APARTMENT,APARTMENT,189000,residential_sale,1,,None,No,Yes,No,,No,,54,,,No,None
Marche-en-Famenne,Wallonie,APARTMENT,APARTMENT,20000,annuity_monthly_amount,1,27,No,No,Yes,No,,No,,55,,,No,GOOD
Schaerbeek,Brussels,APARTMENT,APARTMENT,275000,residential_sale,2,,None,No,No,Yes,8,No,,91,,,No,None
Verviers,Wallonie,HOUSE,HOUSE,239000,residential_sale,5,,None,No,No,No,,No,,183,,,No,None
Tubize,Wallonie,APARTMENT,APARTMENT,179000,residential_sale,1,,None,No,No,Yes,4,No,,61,,,No,None
Auderghem,Brussels,HOUSE,HOUSE,549000,residential_sale,5,36,No,No,No,Yes,18,No,,200,94,3,No,GOOD
Rixensart,Wallonie,HOUSE,HOUSE,425000,residential_sale,3,32,No,No,No,Yes,15,Yes,333,173,428,3,No,TO_RENOVATE
Waregem,Flanders,HOUSE,HOUSE,495000,residential_sale,3,,None,No,Yes,Yes,,No,,220,,,No,None
Anderlecht,Brussels,HOUSE,HOUSE,425000,residential_sale,3,30,Yes,No,No,No,,Yes,70,180,154,3,No,GOOD
Ixelles,Brussels,APARTMENT,APARTMENT,850000,residential_sale,7,,None,No,Yes,No,,Yes,,350,,,No,None
Jette,Brussels,APARTMENT,APARTMENT,345000,residential_sale,2,,None,No,No,No,,No,,100,,,No,None
Menen,Flanders,HOUSE,HOUSE,365000,residential_sale,5,19,No,No,No,Yes,35,Yes,700,250,970,4,No,GOOD
Berchem,Flanders,APARTMENT,APARTMENT,249000,residential_sale,3,,None,No,Yes,Yes,6,No,,110,,,No,None
Bruxelles,Brussels,HOUSE,HOUSE,429000,residential_sale,4,15,No,No,No,Yes,33,Yes,120,180,260,2,No,TO_BE_DONE_UP
Wichelen,Flanders,HOUSE,HOUSE,349000,residential_sale,2,45,Yes,No,No,Yes,90,Yes,90,150,240,3,No,AS_NEW
Seraing,Wallonie,HOUSE,HOUSE,244000,residential_sale,4,25,No,No,No,Yes,108,Yes,28,125,229,2,No,GOOD
Huy,Wallonie,HOUSE,HOUSE,395000,residential_sale,3,55,No,No,Yes,Yes,35,Yes,586,229,770,2,No,AS_NEW
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,230000,residential_sale,1,,None,No,No,Yes,2,No,,76,,,No,None
Halle,Flanders,HOUSE,HOUSE,359000,residential_sale,3,26,No,No,Yes,No,,No,,110,264,2,No,GOOD
Charleroi,Wallonie,HOUSE,HOUSE,135000,residential_sale,3,16,No,No,No,Yes,,No,,103,80,2,No,GOOD
SINT-LIEVENS-HOUTEM,Flanders,APARTMENT,APARTMENT,220000,residential_sale,1,,None,No,Yes,Yes,14,Yes,,80,,,No,None
Dilbeek,Flanders,HOUSE,HOUSE,279000,residential_sale,3,27,No,No,No,Yes,,No,,135,205,2,No,TO_RENOVATE
Halle,Flanders,HOUSE,HOUSE,845000,residential_sale,4,30,No,No,Yes,Yes,,Yes,550,253,1170,3,No,JUST_RENOVATED
Deinze,Flanders,APARTMENT,APARTMENT,415000,residential_sale,2,24,Yes,No,No,Yes,29,No,,82,,2,No,AS_NEW
Deinze,Flanders,APARTMENT,APARTMENT,370000,residential_sale,2,24,Yes,No,No,Yes,15,No,,96,,2,No,AS_NEW
Ixelles,Brussels,APARTMENT,APARTMENT,1537000,residential_sale,2,,None,No,No,Yes,91,No,,160,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,1839000,residential_sale,3,,None,No,No,Yes,76,No,,203,,,No,None
Deinze,Flanders,APARTMENT,APARTMENT,325000,residential_sale,2,30,Yes,No,No,Yes,16,No,,95,,2,No,AS_NEW
Ronse,Flanders,APARTMENT,APARTMENT,219000,residential_sale,2,,None,No,Yes,Yes,,No,,125,,,No,None
Oupeye,Wallonie,HOUSE,HOUSE,219000,residential_sale,4,35,No,No,No,Yes,72,No,,185,205,3,No,GOOD
Bruxelles ville,Brussels,APARTMENT,APARTMENT,675000,residential_sale,1,,None,No,No,Yes,9,No,,98,,,No,None
Oupeye,Wallonie,APARTMENT,APARTMENT,219000,residential_sale,3,30,No,No,No,No,,Yes,200,111,,2,No,GOOD
Deinze,Flanders,APARTMENT,APARTMENT,245000,residential_sale,1,24,Yes,No,No,Yes,10,No,,61,,2,No,AS_NEW
Ronse,Flanders,APARTMENT,APARTMENT,159000,residential_sale,2,27,No,No,No,Yes,12,No,,84,,2,No,GOOD
Koksijde,Flanders,HOUSE,HOUSE,750000,residential_sale,5,17,Yes,Yes,Yes,Yes,30,Yes,60,170,266,3,No,AS_NEW
Bruxelles,Brussels,APARTMENT,APARTMENT,606000,residential_sale,3,,None,No,No,No,,No,,220,,,No,None
Bruxelles,Brussels,APARTMENT,APARTMENT,420000,residential_sale,2,,None,No,No,Yes,6,No,,120,,,No,None
Auderghem,Brussels,APARTMENT,APARTMENT,511500,residential_sale,2,,None,No,No,Yes,25,No,,102,,,No,None
Gavere,Flanders,APARTMENT,APARTMENT,405000,residential_sale,2,23,Yes,No,No,Yes,11,No,,165,,4,No,AS_NEW
TISSELT,Flanders,APARTMENT,APARTMENT,369000,residential_sale,2,,None,No,Yes,Yes,10,No,,100,,,No,None
Dison,Wallonie,APARTMENT,APARTMENT,99000,residential_sale,2,34,No,No,No,Yes,,No,,94,,4,No,GOOD
Gavere,Flanders,APARTMENT,APARTMENT,366000,residential_sale,3,29,Yes,No,No,Yes,11,No,,126,,4,No,AS_NEW
Schaerbeek,Brussels,HOUSE,HOUSE,850000,residential_sale,5,,None,No,No,Yes,,Yes,100,300,,,No,None
Gavere,Flanders,APARTMENT,APARTMENT,361000,residential_sale,2,29,Yes,No,No,Yes,11,No,,126,,4,No,AS_NEW
Braine-l'Alleud,Wallonie,HOUSE,HOUSE,160000,residential_sale,2,,None,No,No,No,,Yes,302,120,,,No,None
Brussels City,Brussels,HOUSE,HOUSE,749000,residential_sale,7,32,No,No,Yes,Yes,9,Yes,30,250,111,2,No,TO_BE_DONE_UP
Ronse,Flanders,HOUSE,HOUSE,175000,residential_sale,4,16,No,No,No,Yes,20,Yes,100,194,200,2,No,TO_BE_DONE_UP
Etterbeek,Brussels,APARTMENT,APARTMENT,370000,residential_sale,2,,None,No,Yes,No,,No,,100,,,No,None
Seraing,Wallonie,HOUSE,HOUSE,385000,residential_sale,3,13,Yes,No,No,Yes,98,Yes,320,120,560,3,Yes,GOOD
Etterbeek,Brussels,APARTMENT,APARTMENT,845000,residential_sale,2,,None,No,Yes,Yes,3,No,,186,,,No,None
Roeselare,Flanders,APARTMENT,APARTMENT,248000,residential_sale,2,,None,No,No,Yes,,Yes,,130,,,No,None
Moorslede,Flanders,HOUSE,HOUSE,299000,residential_sale,5,,None,No,No,Yes,,Yes,,248,,,No,None
Brugge,Flanders,HOUSE,HOUSE,297000,residential_sale,3,,None,No,No,Yes,,No,,110,,,No,None
Etterbeek,Brussels,APARTMENT,APARTMENT,495000,residential_sale,3,,None,No,Yes,Yes,6,No,,135,,,No,None
Brussels City,Brussels,APARTMENT,APARTMENT,200000,residential_sale,2,,None,No,No,Yes,4,No,,73,,,No,None
Brugge,Flanders,HOUSE,HOUSE,569000,residential_sale,4,,None,No,No,Yes,,No,,203,,,No,None
Bruxelles  2,Brussels,HOUSE,HOUSE,1400000,residential_sale,5,100,No,No,Yes,No,,Yes,1642,450,1642,4,No,
Zedelgem,Flanders,APARTMENT,APARTMENT,363086,residential_sale,2,,None,No,No,Yes,24,No,,104,,,No,None
Waregem,Flanders,HOUSE,HOUSE,249000,residential_sale,2,,None,No,No,No,,No,,104,,,No,None
Willebroek,Flanders,HOUSE,HOUSE,389000,residential_sale,3,,None,No,No,Yes,27,Yes,362,240,,,No,None
Kortrijk,Flanders,APARTMENT,APARTMENT,325000,residential_sale,3,,None,No,No,Yes,15,No,,180,,,No,None
Kortrijk,Flanders,HOUSE,HOUSE,319000,residential_sale,3,,None,No,No,Yes,20,Yes,60,234,,,No,None
Nivelles,Wallonie,APARTMENT,APARTMENT,160000,residential_sale,1,,None,No,No,Yes,6,No,,60,,,No,None
Wijnegem,Flanders,HOUSE,HOUSE,699000,residential_sale,3,,None,No,No,Yes,,Yes,,248,,,No,None
Villers-la-Ville (Villers-la-Ville),Wallonie,HOUSE,HOUSE,379000,residential_sale,4,,None,No,No,No,,No,,100,,,No,None
Etterbeek,Brussels,HOUSE,HOUSE,749000,residential_sale,5,,None,No,No,Yes,9,Yes,71,225,,,No,None
Middelkerke,Flanders,HOUSE,HOUSE,295000,residential_sale,4,,None,No,No,No,,No,,170,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,580000,residential_sale,3,,None,No,No,Yes,2,No,,144,,,No,None
Ixelles,Brussels,APARTMENT,APARTMENT,730000,residential_sale,4,,None,No,No,Yes,,No,,212,,,No,None
Saint-Gilles,Brussels,APARTMENT,APARTMENT,730000,residential_sale,4,,None,No,No,Yes,,No,,212,,,No,None
Saint-Gilles,Brussels,APARTMENT,APARTMENT,350000,residential_sale,2,,None,No,No,No,,No,,91,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,285000,residential_sale,2,30,No,No,No,Yes,6,Yes,,90,,,No,AS_NEW
Evere,Brussels,APARTMENT,APARTMENT,299000,residential_sale,3,,None,No,No,Yes,15,No,,94,,,No,None
Gent,Flanders,APARTMENT,APARTMENT,370000,residential_sale,2,33,No,No,No,Yes,10,Yes,,81,,,No,AS_NEW
Gembloux,Wallonie,HOUSE,HOUSE,275000,residential_sale,4,27,No,No,Yes,No,,Yes,673,161,875,2,No,GOOD
Villers-la-Ville,Wallonie,HOUSE,HOUSE,325000,residential_sale,3,,None,No,No,Yes,8,No,,125,,,No,None
JEMEPPE,Wallonie,HOUSE,HOUSE,239500,residential_sale,3,28,No,No,Yes,No,,Yes,,143,493,3,No,GOOD
JEMEPPE,Wallonie,HOUSE,HOUSE,239500,residential_sale,3,28,No,No,Yes,No,,Yes,,143,493,3,No,GOOD
Woluwe-Saint-Lambert,Brussels,HOUSE,HOUSE,620000,residential_sale,4,30,No,No,No,Yes,20,Yes,70,187,130,2,No,GOOD
Nossegem,Flanders,HOUSE,HOUSE,715000,residential_sale,5,60,Yes,No,Yes,Yes,50,Yes,989,310,1200,2,No,AS_NEW
Blankenberge,Flanders,APARTMENT,APARTMENT,285000,residential_sale,2,,None,Yes,Yes,Yes,,No,,72,,,No,None
Woluwe-Saint-Lambert,Brussels,APARTMENT,APARTMENT,295000,residential_sale,2,,None,No,No,Yes,5,No,,94,,,No,None
Waregem,Flanders,APARTMENT,APARTMENT,235000,residential_sale,2,,None,No,Yes,Yes,,No,,102,,,No,None
Beveren,Flanders,HOUSE,HOUSE,235000,residential_sale,3,31,No,No,No,Yes,15,Yes,115,155,228,2,No,TO_RENOVATE
PUURS-SINT-AMANDS,Flanders,APARTMENT,APARTMENT,172000,residential_sale,1,43,No,No,Yes,No,,No,,74,,2,No,GOOD
Zwevegem,Flanders,HOUSE,HOUSE,325000,residential_sale,3,,None,No,No,No,,No,,269,,,No,None
Horebeke,Flanders,HOUSE,HOUSE,325000,residential_sale,3,,None,No,No,Yes,,Yes,,262,,,No,None
Ellezelles,Wallonie,HOUSE,HOUSE,695000,residential_sale,4,,None,No,No,No,,Yes,,277,,,No,None
Kruisem,Flanders,HOUSE,HOUSE,115000,residential_sale,1,,None,No,No,No,,Yes,,106,,,No,None
Zonhoven,Flanders,HOUSE,HOUSE,417500,residential_sale,3,,None,No,No,No,,No,,159,,,No,None
Schaarbeek,Brussels,HOUSE,HOUSE,355000,residential_sale,4,,None,No,No,No,,No,,135,,,No,None
Bredene,Flanders,HOUSE,HOUSE,382500,residential_sale,4,,None,No,No,No,,No,,190,,,No,None
Wingene,Flanders,HOUSE,HOUSE,275000,residential_sale,5,,None,No,No,Yes,,No,,200,,,No,None
Zonhoven,Flanders,APARTMENT,APARTMENT,192000,residential_sale,2,,None,No,No,No,,No,,106,,,No,None
Ninove,Flanders,HOUSE,HOUSE,475000,residential_sale,7,48,No,No,No,No,,No,,290,408,3,No,AS_NEW
Deinze,Flanders,APARTMENT,APARTMENT,174500,residential_sale,1,,None,No,No,No,,No,,65,,,No,None
Lebbeke,Flanders,HOUSE,HOUSE,790000,residential_sale,6,,None,No,No,No,,Yes,,,,,No,None
Jumet,Wallonie,HOUSE,HOUSE,99000,residential_sale,3,20,No,No,No,Yes,,No,,132,0,,No,TO_BE_DONE_UP
Piétrain,Wallonie,HOUSE,HOUSE,400000,residential_sale,5,,None,No,No,Yes,50,Yes,,190,,,No,None
Schaerbeek,Brussels,HOUSE,HOUSE,895000,residential_sale,5,,None,No,Yes,No,,Yes,141,290,,,No,None
Leval-trahegnies,Wallonie,HOUSE,HOUSE,135000,residential_sale,2,27,No,No,No,No,,No,,111,0,3,No,TO_RENOVATE
Antwerp,Flanders,HOUSE,HOUSE,269000,residential_sale,4,,None,No,No,No,,Yes,38,196,,,No,None
Marchienne-au-Pont,Wallonie,HOUSE,HOUSE,99000,residential_sale,2,16,No,No,No,No,,No,,100,0,3,No,TO_RENOVATE
Manage La Hestre,Wallonie,APARTMENT,APARTMENT,110000,residential_sale,2,,None,No,No,Yes,,No,,84,,,No,None
Marchienne-au-Pont,Wallonie,HOUSE,HOUSE,79000,residential_sale,2,40,No,No,No,No,,No,,140,0,4,No,TO_BE_DONE_UP
Oostende,Flanders,HOUSE,HOUSE,195000,residential_sale,4,,None,No,No,Yes,,Yes,,133,,,No,None
SINT-AMANDSBERG,Flanders,HOUSE,HOUSE,350000,residential_sale,3,25,No,No,Yes,Yes,33,Yes,90,147,220,2,No,GOOD
